,road_start,road_finish,line_length,street_name,Subarea
3889,DOMINICK STREET UPPER,TEMPLE COTTS,59.0,TEMPLE LANE,6
3890,GARDINER STREET MIDDLE,HILL STREET,59.0,TEMPLE LANE NORTH,10
3891,GARDINER STREET MIDDLE,HILL STREET,47.0,TEMPLE LANE NORTH,10
3892,DAME STREET,TEMPLE BAR,144.0,TEMPLE LANE SOUTH,9
3895,DARTRY ROAD,RICHMOND AVENUE SOUTH,691.0,TEMPLE ROAD,8
3896,GEORGES PLACE,GARDINER PLACE,168.0,TEMPLE STREET,10
3897,WOLF TONE QUAY,MONTPELIER HILL,135.0,TEMPLE STREET WEST,1
3905,TEMPLE VIEW AVENUE,TEMPLE VIEW ROW,500.0,TEMPLE VIEW GREEN,4
3908,TEMPLE VIEW DRIVE,TEMPLE VIEW COPSE,380.0,TEMPLE VIEW PARK,4
3916,VERNON GROVE,HIGHFIELD ROAD,223.0,TEMPLEMORE AVENUE,5
3917,TERENURE ROAD WEST,CO BORO BDY,1215.0,TEMPLEOGUE ROAD,13
3918,TERENURE ROAD WEST,EATON ROAD,258.0,TERENURE PARK,12
3919,TEMPLEOGUE ROAD,RATHFARNHAM ROAD,85.0,TERENURE PLACE,R09
3920,RATHFARNHAM ROAD,ASWELL ROAD,635.0,TERENURE ROAD EAST,R09
3921,TERENURE PLACE,BRIGHTON SQUARE SOUTH,532.0,TERENURE ROAD NORTH,R01
3922,TEMPLEOGUE ROAD,LOWER KIMMAGE ROAD,1034.0,TERENURE ROAD WEST,R09
3925,PIMLICO,DEAN STREET,485.0,THE COOMBE,R04
3934,GRANGE ROAD,CO. BDY,960.0,THE HOLE IN THE WALL ROAD,5
3935,GRANGE ROAD,CO. BDY,140.0,THE HOLE IN THE WALL ROAD,5
3951,BEAUMONT ROAD,COLLINS AVENUE,520.0,THE THATCH ROAD,6
3957,THOMAS STREET,SCHOOL STREET,183.0,THOMAS COURT,R05
3959,JOHN DILLON STREET,FRANCIS STREET,88.0,THOMAS DAVIS STREET SOUTH,6
3961,BRIDGE STREET,IRISHTOWN ROAD,23.0,THOMAS STREET,18
3962,BRIDGE STREET,IRISHTOWN ROAD,62.0,THOMAS STREET,18
3963,WALTING STREET,BRIDGEFOOT STREET JUNCTION,242.0,THOMAS STREET,R02
3964,LANDEN ROAD,MUSKERRY ROAD,617.0,THOMOND ROAD,4
3965,LANDEN ROAD,MUSKERRY ROAD,126.0,THOMOND ROAD,4
3966,SUMMER HILL,RUTLAND PLACE,65.0,THOMPSON COTTAGES,9
3967,SWORDS STREET,ASHFORD STREET,250.0,THOR PLACE,1
3968,BRIDGE STREET,YORK STREET,211.0,THORNCASTLE STREET,18
3969,BRIDGE STREET,YORK STREET,98.0,THORNCASTLE STREET,18
3979,KILBARRACK ROAD,GREENDALE ROAD,433.0,THORNVILLE ROAD,12
3984,OLD FINGLAS ROAD,GRIFFITH ROAD,200.0,TOLKA ESTATE ROAD,6
3985,OLD FINGLAS ROAD,GRIFFITH ROAD,649.0,TOLKA ESTATE ROAD,6
3986,OLD FINGLAS ROAD,GRIFFITH ROAD,442.0,TOLKA ESTATE ROAD,6
3987,DISTILLERY ROAD,CLONCLIFFE ROAD,501.0,TOLKA ROAD,15
3988,RATHOATH ROAD,FINGLAS ROAD,2534.0,TOLKA VALLEY ROAD,R07
3989,NORTH WALL QUAY,TOLL BRIDGE ROAD,150.0,EAST LINK BRIDGE,R01
3990,TOLL BRIDGE,SOUTH LINK ROAD,1085.0,TOLL BRIDGE ROAD,18
3991,BLANNEY PARK,BANGOR ROAD,82.0,TONGUEFIELD ROAD,10
3992,TONLEGEE ROAD,EDENMORE AVENUE,217.0,TONLEGEE AVENUE,11
3993,TONLEGEE AVENUE,GLENFARNE ROAD,381.0,TONLEGEE DRIVE,11
3994,RAHENY ROAD,MALAHIDE ROAD,98.0,TONLEGEE ROAD,R04
3995,RAHENY ROAD,MALAHIDE ROAD,123.0,TONLEGEE ROAD,R04
3996,RAHENY ROAD,MALAHIDE ROAD,1046.0,TONLEGEE ROAD,R04
3997,RAHENY ROAD,MALAHIDE ROAD,922.0,TONLEGEE ROAD,R04
3999,CROYDON GARDENS,GRIFFITH AVENUE,62.0,TORLOGH PARADE,15
4000,IVERAGH ROAD,INNISMAAN ROAD,80.0,TOURMAKEADY ROAD,8
4001,BRIGHTON ROAD,WHITTON ROAD,152.0,TOWER AVENUE,4
4003,D'OLIER STREET,CREIGHTON STREET,325.0,TOWNSEND STREET,16
4004,D'OLIER STREET,CREIGHTON STREET,370.0,TOWNSEND STREET,16
4006,KILMORE ROAD,ALDRIN WALK,334.0,TRANQUILITY GROVE,9
4007,O'REILLY AVENUE,CEANNT FORT,169.0,TRAYNOR PLACE,2
4009,COLLEGE GREEN,SAINT ANDREWS STREET,79.0,TRINITY STREET,13
4013,SANDYMOUNT ROAD,TRITONVILLE ROAD,125.0,TRITONVILLE CRESCENT,17
4014,SERPENTINE ROAD,LONDONBRIDGE ROAD,458.0,TRITONVILLE ROAD,17
4015,SERPENTINE ROAD,LONDONBRIDGE ROAD,27.0,TRITONVILLE ROAD,17
4016,SERPENTINE ROAD,LONDONBRIDGE ROAD,192.0,TRITONVILLE ROAD,17
4017,COWPER GARDENS,PARK DRIVE,206.0,TUDOR ROAD,8
4020,TYRCONNELL ROAD,RAILWAY STREET,694.0,TYRCONNELL PARK,5
4021,EMMETT ROAD,NAAS ROAD,757.0,TYRCONNELL ROAD,R02
4023,FITZWILLIAM STREET,PARKVIEW PLACE,29.0,TYRRELL PLACE,9
4024,CONNAUGHT STREET,LEINSTER STREET SOUTH,144.0,ULSTER STREET,12
4025,HERBERTON ROAD,NEW IRELAND ROAD,240.0,UPPER CROSS ROAD,3
4026,USHER QUAY,BRIDGEFOOT QUAY,197.0,USHER STREET,5
4027,WATLING STREET,USHERS QUAY,249.0,USHER'S ISLAND,R09
4029,BRIDGEFOOT STREET,BRIDGE STREET LOWER,327.0,USHER'S QUAY,R09
4030,INNSFALLEN PARADE,NORTH CIRCULAR ROAD,114.0,VALENTIA PARADE,4
4031,HOMEFARM ROAD,GRIFFITH AVENUE,273.0,VALENTIA ROAD,14
4038,CORK STREET,ROSARY ROAD,67.0,VAUXHALL AVENUE,2
4040,RATHOATH ROAD,VENTRY PARK,89.0,VENTRY DRIVE,11
4042,VENTRY PARK,BROOMBRIDGE ROAD,154.0,VENTRY ROAD,11
4045,CASTLE AVENUE,CLONTARF ROAD,569.0,VERNON AVENUE,16
4046,CASTLE AVENUE,CLONTARF ROAD,1125.0,VERNON AVENUE,16
4048,VERNON AVENUE,VERNON GROVE,226.0,VERNON GARDENS,16
4051,CLONTARF PARK,KINCORA ROAD,35.0,VERNON GROVE,5
4052,CLONTARF PARK,KINCORA ROAD,263.0,VERNON GROVE,5
4057,VERSCHOYLE PLACE,MOUNT STREET LOWER,50.0,VERSCHOYLE COURT,22
4058,VERSCHOYLE PLACE,MOUNT STREET LOWER,14.0,VERSCHOYLE COURT,22
4059,STEPHENS PLACE,VERSCHOYLE COURT,120.0,VERSCHOYLE PLACE,22
4060,SWIFTS ALLEY,THOMAS STREET,141.0,VICAR STREET,6
4061,MOREHAMPTON ROAD,AUBURN ROAD,148.0,VICTORIA AVENUE,13
4064,WATLING STREET,KINGSBRIDGE,513.0,VICTORIA QUAY,R09
4065,CASTLE AVENUE,SEAVIEW AVENUE NORTH,162.0,VICTORIA ROAD,6
4066,CASTLE AVENUE,SEAVIEW AVENUE NORTH,195.0,VICTORIA ROAD,6
4067,ZION ROAD,WASDALE GROVE,216.0,VICTORIA ROAD,6
4068,SOUTH CIRCULAR ROAD,SAINT KEVINS ROAD,229.0,VICTORIA STREET,12
4069,VICTORIA VILLAS,RATHGAR AVENUE,50.0,VICTORIA VILLAGE,4
4072,ARD HIGH ROAD,SITRIC ROAD,62.0,VIKING PLACE,1
4073,SITRIC ROAD,MOUNT TEMPLE ROAD,150.0,VIKING ROAD,1
4074,VILLA PARK ROAD,NEPHIN ROAD,364.0,VILLA PARK AVENUE,9
4077,BLACKHORSE AVENUE,VILLA PARK GARDENS,307.0,VILLA PARK ROAD,9
4078,VERNON GROVE,HIGHFIELD ROAD,242.0,VILLIERS ROAD,5
4079,CLANBRASSIL STREET LOWER,EMORVILLE AVENUE,171.0,SAINT VINCENT STREET SOUTH,11
4082,OLD FINGLAS ROAD,VIOLET HILL DRIVE,268.0,VIOLET HILL ROAD,13
4087,DELVILLE ROAD,MAOLBUILLE ROAD,381.0,WADELAI ROAD,7
4088,HOWTH ROAD,ALL SAINTS ROAD,361.0,WADE'S AVENUE,16
4090,NAAS ROAD,WALKINSTOWN AVENUE,1335.0,WALKINSTOWN AVENUE,9
4092,WALKINSTOWN ROAD,KILNAMANAGH ROAD,910.0,WALKINSTOWN DRIVE,9
4093,WALKINSTOWN AVENUE,WALKINSTOWN DRIVE,510.0,WALKINSTOWN GREEN,9
4096,DRIMNAGH ROAD,ROUNDABOUT,1105.0,WALKINSTOWN ROAD,R06
4099,WALNUT RISE,WALNUT PARK,221.0,WALNUT COURT,8
4100,WALNUT RISE,WALNUT AVENUE,232.0,WALNUT LAWN,8
4101,WALNUT RISE,WALNUT COURT,169.0,WALNUT PARK,8
4103,HOMEFARM ROAD,FERGUSON ROAD,600.0,WALSH ROAD,14
4104,VICTORIA STREET,KINGSLAND PARADE,64.0,WALWORTH ROAD,12
4105,SHERRIFF STREET UPPER,NORTH WALL QUAY,323.0,NEW WAPPING STREET,16
4106,NEWMARKET,NEW ROW,65.0,WARD'S HILL,7
4113,MOUNT STREET LOWER,HERBERT PLACE,200.0,WARRINGTON PLACE,22
4114,GREENMOUNT ROAD,WASDALE PARK,166.0,WASDALE GROVE,6
4115,GREENMOUNT ROAD,BUSHY PARK ROAD,306.0,WASDALE PARK,6
4116,BRIANBORO,SOUTH CIRCULAR ROAD,126.0,WASHINGTON STREET,7
4118,ALL SAINTS ROAD,MARYVILLE ROAD,211.0,WATERFALL ROAD,16
4120,FLEMINGS PLACE,LEESON STREET LOWER,445.0,WATERLOO LANE,13
4121,BAGGOT STREET UPPER,LEESON STREET UPPER,570.0,WATERLOO ROAD,13
4122,ALL SAINTS ROAD,WATERMILL DRIVE,263.0,WATERMILL AVENUE,16
4123,WATERMILL ROAD,ALL SAINTS ROAD,184.0,WATERMILL DRIVE,16
4124,WATERMILL ROAD,ALL SAINTS ROAD,16.0,WATERMILL DRIVE,16
4125,WATERMILL ROAD,ALL SAINTS ROAD,249.0,WATERMILL DRIVE,16
4127,WATERMILL DRIVE,ALL SAINTS ROAD,263.0,WATERMILL PARK,16
4128,HOWTH ROAD,JAMES LARKIN ROAD,265.0,WATERMILL ROAD,16
4129,HOWTH ROAD,JAMES LARKIN ROAD,850.0,WATERMILL ROAD,16
4131,JAMES STREET,VICTORIA QUAY,336.0,WATLING STREET,4
4132,PHILIPSBORO AVENUE,INVERNESS ROAD,137.0,WAVERLEY AVENUE,15
4135,BROWN STREET SOUTH,ORMOND STREET,60.0,WEAVERS SQUARE,7
4138,WATERLOO ROAD,WELLINGTON ROAD,221.0,WELLINGTON LANE,13
4139,WELLINGTON PLACE,LEESON STREET UPPER,170.0,WELLINGTON PLACE,13
4141,PARLIAMENT STREET,CRAMPTON QUAY,349.0,WELLINGTON QUAY,R09
4142,WELLINGTON PLACE,PEMBROKE ROAD,524.0,WELLINGTON ROAD,13
4143,DOREST STREET LOWER,MOUNTJOY STREET,158.0,WELLINGTON STREET LOWER,5
4144,PRIMROSE STREET,MOUNTJOY STREET,153.0,WELLINGTON STREET UPPER,5
4145,CARDIFF BRIDGE ROAD,WELLMOUNT ROAD,424.0,WELLMOUNT AVENUE,5
4147,WELLMOUNT GREEN,WELLMOUNT PARK,196.0,WELLMOUNT CRESCENT,5
4148,WELLMOUNT ROAD,BOLLARDS,116.0,WELLMOUNT DRIVE,5
4149,WELLMOUNT PARK,WELLMOUNT CRESCENT,161.0,WELLMOUNT GREEN,5
4150,WELLMOUNT DRIVE,WELLMOUNT AVENUE,216.0,WELLMOUNT PARK,5
4151,MAIN STREET FINGLAS,NEW ROAD,629.0,WELLMOUNT ROAD,5
4152,MAIN STREET FINGLAS,NEW ROAD,88.0,WELLMOUNT ROAD,5
4153,MAIN STREET FINGLAS,NEW ROAD,310.0,WELLMOUNT ROAD,5
4154,MAIN STREET FINGLAS,NEW ROAD,48.0,WELLMOUNT ROAD,5
4156,BRIDE STREET,CHRISTCHURCH PLACE,104.0,WERBURGH STREET,10
4158,RATHGAR AVENUE,RATHGAR ROAD,102.0,WESLEY ROAD,4
4160,EAST WALL ROAD,HAWTHORN TERRACE,793.0,WEST ROAD,16
4163,MOUNTJOY STREET,PHIBSBORO ROAD,337.0,WESTERN WAY,R14
4164,CLAREVILLE ROAD,LOWER KIMMAGE ROAD,320.0,WESTFIELD ROAD,12
4167,PEARSE STREET,FENIAN STREET,243.0,WESTLAND ROW,R15
4169,COLLEGE STREET,ASTON QUAY,182.0,WESTMORELAND STREET,R08
4173,CUFFE STREET,MONTAQUE STREET,128.0,WEXFORD STREET,R07
4174,WHITEFRIAR STREET,AUNGIER STREET,84.0,WHITEFRIAR PLACE,10
4175,PETER STREET,GOLDEN LANE,29.0,WHITEFRIAR STREET,10
4176,PETER STREET,GOLDEN LANE,181.0,WHITEFRIAR STREET,10
4177,PHIBSBORO ROAD,ROYAL CANAL BANK,58.0,WHITE'S LANE,5
4183,SKELLYS LANE,WHITETHORN CLOSE,356.0,WHITETHORN RISE,8
4186,WHITWORTH TERRACE,WHITWORTH PLACE,58.0,WHITWORTH AVENUE,15
4188,WHITWORTH AVENUE,DRUMCONDRA ROAD LOWER,108.0,WHITWORTH PLACE,15
4189,PROSPECT ROAD,DRUMCONDRA ROAD LOWER,138.0,WHITWORTH ROAD,13
4190,PROSPECT ROAD,DRUMCONDRA ROAD LOWER,731.0,WHITWORTH ROAD,13
4191,WHITWORTH AVENUE,SAINT PATRICKS TERRACE,33.0,WHITWORTH TERRACE,15
4193,GRAFTON STREET,WICKLOW STREET SOUTH,169.0,WICKLOW STREET,13
4196,SANDYMOUNT AVENUE,WILFIELD ROAD,163.0,WILFIELD PARK,17
4197,SANDYMOUNT AVENUE,WILFIELD ROAD,149.0,WILFIELD PARK,17
4200,KENILWORTH PARK,WILFRID TERRACE,105.0,WILFRID ROAD,12
4204,SHERRARD STREET LOWER,PORTLAND PLACE,28.0,WILLIAMS PLACE LOWER,8
4205,LONG LANE,CLANBRASSIL STREET,177.0,WILLIAMS PLACE SOUTH,11
4206,LONG LANE,CLANBRASSIL STREET,19.0,WILLIAMS PLACE SOUTH,11
4207,DOREST STREET LOWER,PORTLAND PLACE,16.0,WILLIAMS PLACE UPPER,8
4208,DOREST STREET LOWER,PORTLAND PLACE,35.0,WILLIAMS PLACE UPPER,8
4210,STEPHENS STREET LOWER,WICKLOW STREET,246.0,SOUTH WILLIAM STREET,13
4214,WILLOW PARK ROAD,GROVE PARK ROAD,657.0,WILLOW PARK CRESCENT,3
4215,WILLOW PARK AVENUE,WILLOW PARK GROVE,77.0,WILLOW PARK DRIVE,3
4216,WILLOW PARK ROAD,WILLOW PARK AVENUE,1077.0,WILLOW PARK GROVE,3
4223,WILTON TERRACE,CUMBERLAND ROAD,245.0,WILTON PLACE,18
4224,LEESON STREET LOWER,BAGGOT STREET LOWER,532.0,WILTON TERRACE,18
4227,CRUGHTON STREET,SIR JOHN ROGERSON'S QUAY,179.0,WINDMILL LANE,19
4229,CRUMLIN ROAD,SAINT AGNES ROAD,533.0,WINDMILL ROAD,10
4230,CRUMLIN ROAD,SAINT AGNES ROAD,613.0,WINDMILL ROAD,10
4234,PALMERSTON ROAD,MOYNE ROAD,281.0,WINDSOR ROAD,8
4235,CLANBRASSIL STREET UPPER,PORTOBELLO ROAD,257.0,WINDSOR TERRACE,12
4237,WOOD QUAY,SAINT MICHAELS HILL,149.0,WINETAVERN STREET,R06
4238,RATHGAR ROAD,RATHGAR AVENUE,210.0,WINTON AVENUE,4
4240,APPAIN WAY,LEESON PARK,250.0,WINTON ROAD,10
4241,KINGSBRIDGE,LIFFEY STREET,70.0,WOLFE TONE QUAY,R01
4242,KINGSBRIDGE,LIFFEY STREET,374.0,WOLFE TONE QUAY,R01
4243,PARNELL STREET,ABBEY STREET UPPER,276.0,WOLFE TONE STREET,12
4244,GRANVILLLE AVENUE,WASHINGTON STREET,96.0,WOLSELEY STREET,7
4245,HENDRICK PLACE,BENBURB STREET,60.0,WOOD LANE,1
4251,WOODBINE CLOSE,WOODBINE PARK,252.0,WOODBINE DRIVE,11
4253,RAHENY ROAD,EDENMORE AVENUE,403.0,WOODBINE ROAD,11
4254,SARSFIELD ROAD,WOODFIELD PLACE,144.0,WOODFIELD AVENUE,5
4256,COOLOCK LANE OLD,WOODLAWN GREEN,385.0,WOODLAWN AVENUE,1
4261,WOODLAWN AVENUE,WOODLAWN CRESCENT,362.0,WOODLAWN GREEN,1
4275,BRIDGE STREET LOWER,SAINT AUGUSTINE STREET,36.0,WORMWOOD GATE,5
4276,CHARLEVILLE ROAD,RATHMINES ROAD LOWER,132.0,WYNNEFIELD ROAD,3
4280,HENRIELTA PLACE,BOLTON STREET,41.0,YARNHALL STREET,6
4281,THATCH ROAD,BEAUMONT ROAD,292.0,YELLOW ROAD,6
4283,MAXWELL ROAD,RATHMINES ROAD UPPER,357.0,YORK ROAD,5
4284,THORNCASTLE STREET,PIGEON HOUSE ROAD,383.0,YORK ROAD,18
4285,SAINT STEPHENS GREEN WEST,AUNGIER STREET,284.0,YORK STREET,13
4286,SAINT STEPHENS GREEN WEST,AUNGIER STREET,97.0,YORK STREET,13
4287,ORWELL RD,BUSHY PK RD,162.0,ZION ROAD,6
4288,ORWELL RD,BUSHY PK RD,241.0,ZION ROAD,6
4289,MELLOWES ROAD,PROSPECT ROAD,2192.0,FINGLAS ROAD,R02
4290,SHANGAN ROAD,OLD FINGLAS ROAD,115.0,BALLYMUN ROAD,R03
4291,MALAHIDE ROAD,BALLYGALL ROAD EAST,320.0,GRIFFITH AVENUE,6
4292,BALLYMUN ROAD,FAIRFIELD ROAD,143.0,SAINT MOBHI ROAD,R03
4293,NAVAN ROAD,CAPPAGH ROAD,30.0,RATOATH ROAD,R04
4306,ABBEY DRIVE,CHURCH WALK,150.0,CHANCEL MEWS,9
4308,ABBEY DRIVE,CONVENT WAY,134.0,CHURCH WALK,9
4312,ABBEY DRIVE,CHURCH WALK,133.0,CONVENT WAY,9
4329,NEWTOWN PARK,MALAHIDE ROAD,250.0,NEWTOWN ROAD,3
4349,MALAHIDE ROAD,GRANGE ROAD,1240.0,CLARE HALL AVENUE,4
4384,CLONTARF ROAD,HOWTH ROAD,322.0,CHARLEMONT LANE,15
4398,FITZWILLIAM QUAY,LONDONBRIDGE ROAD,243.0,ACCOMMODATION WALK,11
4399,LONDONBRIDGE ROAD,NEWBRIDGE ROAD,343.0,ACCOMMODATION WALK,11
4400,LANSDOWNE ROAD,HERBERT COTTAGES,485.0,ACCOMMODATION WALK,11
4401,PIGEON HOUSE ROAD,STRAND STREET,460.0,ACCOMMODATION WALK,11
4402,CLONSKEAGH ROAD,BROOKVALE ROAD,258.0,ACCOMMODATION WALK,11
4403,STRAND TERRACE,CLONSKEAGH ROAD,540.0,ACCOMMODATION WALK,11
4404,WHITEBANK ROAD,ESB STATION GATES,992.0,PIGEON HOUSE ROAD,18
4413,SMITHFIELD,QUEEN ST.,84.0,ARRAN QUAY TERRACE,3
4426,CHATHAM STREET,HARRY STREET,52.0,CHATHAM LANE,13
4432,EBENEZER TERRACE,O'CURRY AVENUE,47.0,COW PARLOUR,7
4433,PHILIPSBURG AVENUE,CROYDON GARDENS,99.0,CROYDON TERRACE,15
4437,INNS QUAY,MERCHANTS QUAY,49.0,FATHER MATHEW BRIDGE,R09
4438,ESSEX QUAY,ORMOND QUAY,73.0,GRATTAN BRIDGE,R09
4442,PARNELL STREET,MARY STREET,136.0,JERVIS LANE UPPER,12
4444,SOUTH CIRCULAR ROAD,LENNOX STREET,131.0,KINGSLAND PARK AVENUE,12
4449,ABBEY STREET UPPER,HENRY STREET,133.0,LIFFEY STREET UPPER,12
4450,BAGGOT ST UPR,BAGGOT ST LWR,38.0,MACARTNEY BRIDGE,R07
4460,INNS QUAY,MERCHANTS QUAY,52.0,O'DONOVAN ROSSA BRIDGE,R09
4466,RICHMOND ROW,RICHMOND STREET SOUTH,84.0,PORTOBELLO,12
4474,AUNGIER STREET,WILLIAM STREET,142.0,STEPHEN STREET LOWER,13
4475,SAINT MOBHI ROAD,RATHLIN ROAD,106.0,STELLA AVENUE,14
4492,DIGGES LANE,MERCER STREET LOWER,67.0,NOEL PURCELL WALK,13
4547,SOUTH CIRCULAR ROAD,SOUTH CIRCULAR ROAD,37.0,ISLAND BRIDGE,R08
4562,JAMESTOWN ROAD,POPINTREE ROAD,760.0,POPPINTREE PARK LANE WEST,2
4568,THE COOMBE,CORK STREET,325.0,SAINT LUKE'S AVENUE,7
4622,AUGHRIM PLACE,COWPER STREET,137.0,LUCKY LANE,1
4629,JAMESTOWN ROAD,KYLEMORE ROAD,790.0,KYLEMORE WAY,5
4673,CONYNAHAM ROAD,HEYTESBURY STREET,3048.0,SOUTH CIRCULAR ROAD,R03
4680,FITZWILLIAM QUAY,THOMAS STREET EAST,154.0,BRIDGE STREET,R08
4761,SOUTH CIRCULAR ROAD,DOLPHIN ROAD,285.0,HERBERTON ROAD,3
4762,WATERMILL ROAD,HOWTH ROAD,80.0,MAIN STREET,16
4765,WHITWORTH TERRACE,FITZROY AVENUE,35.0,SAINT PATRICK'S TERRACE,15
4768,BRIDGEFOOT STREET JUNCTION,CORNMARKET,352.0,THOMAS STREET,R02
